fpr,tpr,threshold
3.074670571010248987e-01,8.314606741573034032e-01,9.952048063278198242e-01
3.074670571010248987e-01,8.348314606741572552e-01,9.951950907707214355e-01
3.133235724743777539e-01,8.348314606741572552e-01,9.951722621917724609e-01
3.133235724743777539e-01,8.359550561797752799e-01,9.951645135879516602e-01
3.162518301610541815e-01,8.359550561797752799e-01,9.951267838478088379e-01
3.162518301610541815e-01,8.382022471910112182e-01,9.951109886169433594e-01
3.177159590043923676e-01,8.382022471910112182e-01,9.951056241989135742e-01
3.177159590043923676e-01,8.404494382022471566e-01,9.950651526451110840e-01
3.191800878477306092e-01,8.404494382022471566e-01,9.950610399246215820e-01
3.191800878477306092e-01,8.415730337078651813e-01,9.950531721115112305e-01
3.235724743777452228e-01,8.415730337078651813e-01,9.950329661369323730e-01
3.235724743777452228e-01,8.438202247191011196e-01,9.950105547904968262e-01
3.250366032210834644e-01,8.438202247191011196e-01,9.950038790702819824e-01
3.250366032210834644e-01,8.449438202247191443e-01,9.949983954429626465e-01
3.279648609077598920e-01,8.449438202247191443e-01,9.949856400489807129e-01
3.279648609077598920e-01,8.460674157303370579e-01,9.949826598167419434e-01
3.294289897510980780e-01,8.460674157303370579e-01,9.949611425399780273e-01
3.294289897510980780e-01,8.483146067415729963e-01,9.949360489845275879e-01
3.338213762811127472e-01,8.483146067415729963e-01,9.949232339859008789e-01
3.338213762811127472e-01,8.505617977528089346e-01,9.948964715003967285e-01
3.367496339677891748e-01,8.505617977528089346e-01,9.948300719261169434e-01
3.367496339677891748e-01,8.516853932584269593e-01,9.948121905326843262e-01
3.382137628111273608e-01,8.516853932584269593e-01,9.947611093521118164e-01
3.382137628111273608e-01,8.539325842696628976e-01,9.947028160095214844e-01
3.396778916544656024e-01,8.539325842696628976e-01,9.946910738945007324e-01
3.396778916544656024e-01,8.550561797752809223e-01,9.946889281272888184e-01
3.411420204978037884e-01,8.550561797752809223e-01,9.946644306182861328e-01
3.411420204978037884e-01,8.584269662921348854e-01,9.945655465126037598e-01
3.440702781844802161e-01,8.584269662921348854e-01,9.945468306541442871e-01
3.440702781844802161e-01,8.617977528089887373e-01,9.944992661476135254e-01
3.469985358711566437e-01,8.617977528089887373e-01,9.944739937782287598e-01
3.469985358711566437e-01,8.629213483146067620e-01,9.944608807563781738e-01
3.499267935578330713e-01,8.629213483146067620e-01,9.944412708282470703e-01
3.499267935578330713e-01,8.640449438202246757e-01,9.944285750389099121e-01
3.513909224011713128e-01,8.640449438202246757e-01,9.944213628768920898e-01
